"case_id","case","url","firm","case_name","google_url","cordinate","lat","lon","district"
22,"亞灣智慧科技大樓 11F","https://www.facebook.com/media/set/?set=a.906052524888662&type=3","亞灣智慧科技大樓 11F",NA,"https://bit.ly/3N5GKzj","22°36'21.1\N 120°17'53.7\E · 台灣",22.6058611111111,120.29825,"前鎮區"
24,"永信建設-成功一路案(仮) 34F","https://www.facebook.com/media/set/?set=a.1098387708988475&type=3","永信建設","成功一路案(仮) 34F","https://reurl.cc/zqj1zN","22°36'46.1\N 120°17'51.8\E · 22.612806, 120.297722",22.6128055555556,120.297722222222,"苓雅區"
25,"佛光山-新高雄佛教堂 28F","https://www.facebook.com/media/set/?set=a.906042748222973&type=3","佛光山","新高雄佛教堂 28F","https://bit.ly/3ZvCO1Q","22°37'08.5\N 120°17'43.3\E · 802台灣高雄市苓雅區允文街120巷15號",22.6190277777778,120.295361111111,"苓雅區"
27,"聯上實業-五福三路案(仮) 15F","https://www.facebook.com/media/set/?set=a.753620266798556&type=3","聯上實業","五福三路案(仮) 15F","https://bit.ly/3tU41Ot","22°37'17.5\N 120°17'42.8\E · 801台灣高雄市前金區五福三路118號",22.6215277777778,120.295222222222,"前金區"
28,"富立建設-中華三路案(仮) 33F","https://www.facebook.com/media/set/?set=a.800007175493198&type=3","富立建設","中華三路案(仮) 33F","https://bit.ly/4cCcIP2","22°37'35.3\N 120°17'50.7\E · 801台灣高雄市前金區中華三路2號",22.6264722222222,120.297416666667,"前金區"
31,"住都中心-新盛好室 12F","https://www.facebook.com/media/set/?set=a.1098386515655261&type=3","住都中心","新盛好室 12F","https://reurl.cc/mxjMdW","22°37'54.8\N 120°17'48.3\E · 22.631889, 120.296750",22.6318888888889,120.29675,"前金區"
32,"豪鎂建設-明星街案(仮) 15F","https://www.facebook.com/media/set/?set=a.1056883829805530&type=3","豪鎂建設","明星街案(仮) 15F","https://bit.ly/42vkVBo","22°38'01.7\N 120°18'01.7\E · 22.633806, 120.300472",22.6338055555556,120.300472222222,"新興區"
37,"立信建設-立．天下 28F","https://www.facebook.com/media/set/?set=a.848154620678453&type=3","立信建設","立．天下 28F","https://bit.ly/45oz7MD","22°38'06.4\N 120°17'10.9\E · 807台灣高雄市三民區建國三路352號",22.6351111111111,120.286361111111,"三民區"
39,"嵩豐建設-三民街案(仮) 11F","https://www.facebook.com/media/set/?set=a.1098383325655580&type=3","嵩豐建設","三民街案(仮) 11F","https://reurl.cc/DqQ4Nm","22°38'06.5\N 120°17'24.1\E · 22.635139, 120.290028",22.6351388888889,120.290027777778,"三民區"
43,"遠雄建設-沐蘊 15F","https://www.facebook.com/media/set/?set=a.800011678826081&type=3","遠雄建設","沐蘊 15F","https://bit.ly/4cEhPOD","22°38'40.2\N 120°17'07.6\E · 807台灣高雄市三民區九如三路226號",22.6445,120.285444444444,"三民區"
44,"善寬建設-善寬UNI 15F","https://www.facebook.com/media/set/?set=a.800012422159340&type=3","善寬建設","善寬UNI 15F","https://bit.ly/3vGcsh9","22°38'35.0\N 120°17'26.2\E · 807台灣高雄市三民區中華二路157巷3-13",22.6430555555556,120.290611111111,"三民區"
53,"住都中心-興邦安居II 14F","https://www.facebook.com/media/set/?set=a.790806693079913&type=3","住都中心","興邦安居II 14F","https://bit.ly/3Tm1JAh","22°35'39.2\N 120°19'14.8\E · 806台灣高雄市前鎮區凱興街",22.5942222222222,120.320777777778,"前鎮區"
55,"友友開發-百達灣品 15F","https://www.facebook.com/media/set/?set=a.817222713771644&type=3","友友開發","百達灣品 15F","https://bit.ly/44lFTlD","22°35'02.2\N 120°18'35.5\E · 806台灣高雄市前鎮區新生路346號",22.5839444444444,120.309861111111,"前鎮區"
58,"安庭建設-曜安庭 15F","https://www.facebook.com/media/set/?set=a.938264538334127&type=3","安庭建設","曜安庭 15F","https://bit.ly/3YiTZSh","22°34'03.3\N 120°20'03.1\E · 22.567583, 120.334194",22.5675833333333,120.334194444444,"小港區"
